"Date_entry","Region","District_ad","Address","Metro","Dist_metro_ad","Rooms","Price","Minimum_duration","No_agents","Building","Area_total","Area_living","Area_kitchen","Floor","NFloor","Lift","Furnished","Bath","Refurbished","Balcony","Latitude","Longitude","Year_construction"
"2016-11-24","gorod Sankt-Peterburg","Московский","Заставская ул., 46","Moskovskie vorota",50,"3",50000,"11 mes.","","Kirpichnyi",76,50,20,2,"19","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Lodjiya",59.888379,30.313766,
"2017-03-17","gorod Sankt-Peterburg","Петроградский","Академика Павлова ул., 3","Petrogradskaya",200,"2",52000,"11 mes.","","Monolit",65,35,12,13,"13","Est'","","","","",59.976522,30.319794,
"2014-10-31","gorod Sankt-Peterburg","Невский","Ивановская ул., 13","Lomonosovskaya",250,"3",50000,"11 mes.","Da","Stalinskii",120,88,,2,"6","Est'","Garnitur Sovr.","Sovmeshchennaya","Evrostandart","",59.875089,30.4415575,
"2017-07-04","gorod Sankt-Peterburg","Московский","Варшавская ул., 6к1","Elektrosila",80,"3",60000,"11 mes.","","Kirpichnyi",91,52,14,6,"15","Est'","Sbor.+kuh.garn.","","","Balkon",59.880216,30.314017,
"2017-02-14","gorod Sankt-Peterburg","Красносельский","Маршала Захарова ул., 18к1","Leninskii pr.",490,"1",20000,"3 mes.","Da","Blochnyi",45,21,13,3,"8","Est'","Garnitur Sovr.","Otdel'naya","Proizveden","Zasteklennaya lodjiya",59.857992,30.172057,2010
"2017-05-31","gorod Sankt-Peterburg","Приморский","Камышовая ул., 6к1","Komendantskii pr.",10,"1",18000,"11 mes.","","137 seriya",40,20.1,8.3,6,"12","Est'","Garnit+kuh.nab.","Otdel'naya","Ne trebuetsya","Balkon",60.005281,30.2503006,1992
"2016-12-21","gorod Sankt-Peterburg","Калининский","Демьяна Бедного ул., 16","Grajdanskii pr.",990,"1",20000,"","","",30,18,7,8,"9","Net","Sbor.+kuh.garn.","","","Balkon",60.040307,30.3839376,
"2016-04-09","gorod Sankt-Peterburg","Московский","Галстяна ул. 1","Moskovskaya",1050,"1",25000,"12 mes.","","Kirp.Monolit",40,23,10,10,"18","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",59.840424,30.314853,
"2016-12-14","gorod Sankt-Peterburg","Петроградский","Большой пр., 79к1","Petrogradskaya",140,"1",38000,"11 mes.","","Rekonstrukciya",57,27,12,6,"7","Est'","Garnitur Sovr.","Sovmeshchennaya","Evrostandart","",59.966349,30.313865,2004
"2016-11-21","gorod Sankt-Peterburg","Выборгский","Парголово, Парнасная ул., 5к2","Parnas",70,"1",16000,"","","Monolit",29,15,9,1,"4","Net","","","","Net",60.075447,30.319587,
"2016-08-18","gorod Sankt-Peterburg","Центральный","Миллионная ул., 19","Nevskii pr.",70,"4",125000,"11 mes.","","Staryi fond",161,105,12.8,3,"3","Net","Net","","","",59.94345,30.3229836,
"2016-02-24","gorod Sankt-Peterburg","Калининский","Ушинского ул. 3к.3","Grajdanskii pr.",1030,"1",20000,"","","",29,29,1,5,"16","Net","Sbornaya Sovr.","","","",,,
"2017-01-24","gorod Sankt-Peterburg","Красногвардейский","Республиканская ул., 24к1","Novocherkasskaya",540,"1",50000,"11 mes.","","Kirp.Monolit",45,18,11,12,"13","Est'","","Sovmeshchennaya","Evrostandart","Zasteklennaya lodjiya",59.933718,30.412215,2016
"2017-05-31","gorod Sankt-Peterburg","Калининский","Кондратьевский пр., 68к3","Lesnaya",420,"1",15000,"11 mes.","","Kirp.Monolit",28,20,7,12,"24","Est'","","","","Balkon",59.981969,30.387346,
"2017-07-04","gorod Sankt-Peterburg","Петроградский","Корпусная ул., 9","Krestovskii ostrov",850,"3",250000,"11 mes.","","Kirp.Monolit",115,86,40,4,"9","Est'","Sbor.+kuh.garn.","","","Balkon",59.96277,30.2874718,
"2017-02-12","gorod Sankt-Peterburg","Красногвардейский","Энергетиков пр., 28к6","Ladojskaya",2630,"2",20000,"11 mes.","","Blochnyi",44,27,6,5,"5","Net","Tol'ko kuhnya","","Ne trebuetsya","Balkon",59.955788,30.4321003,
"2017-07-04","gorod Sankt-Peterburg","Невский","Дудко ул., 18","Lomonosovskaya",140,"1",22000,"11 mes.","","Panel'nyi",38,18,10,9,"9","Est'","Sbor.+kuh.garn.","","","Balkon",59.885223,30.428782,
"2017-04-14","gorod Sankt-Peterburg","Петроградский","Глухая Зеленина ул., 6","Chkalovskaya",610,"3",1e+05,"11 mes.","","Kirpichnyi",100,39,50,6,"8","Net","","","Evrostandart","Balkon",59.964602,30.2838968,
"2017-06-16","gorod Sankt-Peterburg","Центральный","Полтавский пр-д, 2","Vosstaniya pl.",90,"2",50000,"11 mes.","","Panel'nyi",80,41,17,4,"7","Net","","","","Lodjiya",59.926278,30.366839,
"2017-07-03","gorod Sankt-Peterburg","Фрунзенский","Димитрова ул., 6к2","Kupchino",2070,"1",15000,"11 mes.","","Monol.Panel'nyi",35,17,7,7,"9","Est'","","","","",59.847752,30.375611,
"2016-05-18","gorod Sankt-Peterburg","Центральный","Разъезжая ул., 16к18","Vladimirskaya",300,"2",45000,"","","",,93,38,,"3 kv.m.","","Net","Est'","","est'",59.924911,30.346959,
"2017-01-29","gorod Sankt-Peterburg","Центральный","Рубинштейна ул., 11","Dostoevskaya",350,"1",29000,"","","Kirpichnyi",25,15,5,2,"6","Est'","","","Proizveden","",59.929981,30.3440659,
"2016-04-27","gorod Sankt-Peterburg","Кировский","Дачный пр. 25к.2","Veteranov pr.",710,"2",23000,"14 mes.","","Panel'nyi",42,28,5,5,"5","Net","Sbor.+kuh.garn.","Sovmeshchennaya","Proizveden","Lodjiya",59.838137,30.2597511,
"2017-06-04","gorod Sankt-Peterburg","Калининский","Кондратьевский пр., 62к7","Mujestva pl.",2410,"2",40000,"6 mes.","","Kirp.Monolit",68,33,12,13,"27","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",59.980592,30.38688,2012
"2016-03-25","gorod Sankt-Peterburg","Московский","Космонавтов пр. 61к.1","Zvezdnaya",820,"1",35000,"","","",40,18,12,7,"25","Net","Sbornaya Sovr.","","","",59.839679,30.35677,
"2016-11-15","gorod Sankt-Peterburg","Приморский","Савушкина ул., 117к2","Staraya Derevnya",1310,"2",35000,"11 mes.","","Kirpichnyi",68,35,15,5,"15","Est'","","","","",59.985972,30.232609,
"2017-01-29","gorod Sankt-Peterburg","Московский","Орджоникидзе ул.","Zvezdnaya",190,"2",38000,"","","Kirpichnyi",57,35,10,8,"25","Est'","","","","",59.843555,30.3432776,
"2017-04-04","gorod Sankt-Peterburg","Василеостровский","Большой пр., 35","Vasileostrovskaya",40,"5",70000,"","","Kirpichnyi",150,100,27,2,"6","Net","","","","Net",59.938687,30.2779851,
"2016-11-23","gorod Sankt-Peterburg","Приморский","Ильюшина ул., 15к2","Komendantskii pr.",1160,"1",21000,"6 mes.","Da","Kirpichnyi",40,20,10,8,"16","Est'","Garnit+kuh.nab.","Otdel'naya","Proizveden","Zasteklennaya lodjiya",60.010681,30.238577,
"2016-08-01","gorod Sankt-Peterburg","Петроградский","Аптекарский пр.","Petrogradskaya",50,"2",84000,"","","Monolit",71.5,50,,3,"10","Net","","","","",59.970846,30.3192712,
"2017-06-01","gorod Sankt-Peterburg","Невский","Белышева ул., 5","Bol'shevikov pr.",250,"1",22000,"11 mes.","","Monolit",38,17,12,17,"25","Net","Sbor.+kuh.garn.","","Evrostandart","Zasteklennaya lodjiya",59.910265,30.45543,
"2017-06-04","gorod Sankt-Peterburg","Петроградский","Крестовский пр., 15","Krestovskii ostrov",80,"3",150000,"11 mes.","","Kirp.Monolit",120,60,15,3,"8","Est'","Sbor.+kuh.garn.","","","Balkon",59.969455,30.2613394,
"2017-07-04","gorod Sankt-Peterburg","Приморский","Матроса Железняка ул., 43","Pionerskaya",40,"1",22000,"11 mes.","","Panel'nyi",32,18,6,4,"5","Net","Sbor.+kuh.garn.","","","Balkon",59.998786,30.3138845,
"2016-12-26","gorod Sankt-Peterburg","Центральный","Пушкинская ул., 5","Vosstaniya pl.",20,"2",80000,"11 mes.","","Staryi fond s KR",70,40,15,5,"5","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","",59.930495,30.3572416,
"2017-02-15","Leningradskaya oblast'","Всеволожский","р-н Мурино пос. Лаврики ш., 89к7","",,"1",16000,"11 mes.","","Kirp.Monolit",41,16,12,8,"18","Est'","","Sovmeshchennaya","Proizveden","Lodjiya",,,2017
"2017-06-04","gorod Sankt-Peterburg","Московский","Заставская ул., 46к1","Moskovskie vorota",50,"1",35000,"1 mes.","","Kirpichnyi",34,14,10,13,"18","Est'","","","","Balkon",59.888379,30.313766,
"2016-05-20","gorod Sankt-Peterburg","Невский","Обуховской Обороны пр., 110","Proletarskaya",300,"1",23000,"11 mes.","","Kirp.Monolit",,40,18,,"2 kv.m.","","Net","Est'","","est'",59.867804,30.4715883,
"2017-01-29","gorod Sankt-Peterburg","Центральный","Фуражный пер., 4","Chernyshevskaya",1020,"2",45000,"","","Kirpichnyi",55,45,,3,"5","Net","","","","",59.938662,30.3739509,
"2017-03-31","Leningradskaya oblast'","Всеволожский","р-н Кудрово дер. Европейский пр.","Dybenko ul.",1750,"1",14000,"11 mes.","","Kirp.Monolit",26,16,5,20,"22","Est'","Tol'ko kuhnya","","","",,,
"2016-10-05","gorod Sankt-Peterburg","Адмиралтейский","Бронницкая ул., 5","Tehnologicheskii i-t",70,"2",50000,"11 mes.","Da","Staryi fond s KR",74,55.8,28,2,"5","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","",59.916253,30.3202429,
"2016-03-28","gorod Sankt-Peterburg","Петродворцовый","р-н Петергоф г., Петергофская ул. 8","Avtovo",22320,"1",15000,"11 mes.","","Kirp.Monolit",25,25,5,2,"5","Net","","","","",,,
"2016-01-27","gorod Sankt-Peterburg","Адмиралтейский","Вознесенский пр. 18","Sennaya pl.",670,"3",55000,"","","",105,77,1,2,"6","Net","Sbornaya Sovr.","","","",,,
"2016-04-07","gorod Sankt-Peterburg","Петроградский","Ординарная ул., 10","Krestovskii ostrov",760,"3",180000,"","","Kirpichnyi",150,92,12,4,"4","Net","","","","",59.965367,30.3075287,
"2016-02-22","gorod Sankt-Peterburg","Фрунзенский","Бухарестская ул. 96","Mejdunarodnaya",1330,"2",38000,"","","",74,38,12,20,"24","Net","Sbornaya Sovr.","","","",,,
"2016-11-27","gorod Sankt-Peterburg","Московский","Бассейная ул., 87","Park Pobedy",1750,"3",25000,"11 mes.","","Brejnevka",60,39,6,3,"5","Net","Sbornaya 70-80","Otdel'naya","Trebuetsya","",59.864989,30.3529995,
"2017-04-21","gorod Sankt-Peterburg","Красногвардейский","Свердловская наб., 58","Novocherkasskaya",2980,"2",45000,"11 mes.","Da","Monolit",68,38,14,8,"16","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Balkon",59.955581,30.4077826,
"2017-07-20","gorod Sankt-Peterburg","Адмиралтейский","Вознесенский пр., 20","Admiralteiskaya",850,"3",1e+05,"11 mes.","","Kirpichnyi",116,50,40,5,"5","Net","Garnitur Sovr.","Otdel'naya","Evrostandart","Balkon",59.928965,30.308969,
"2017-06-27","gorod Sankt-Peterburg","Адмиралтейский","Шкапина ул., 13","Baltiiskaya",330,"1",30000,"11 mes.","Da","Kirpichnyi",36,17,9,3,"8","Est'","Sbor.+kuh.garn.","Sovmeshchennaya","Evrostandart","Net",59.90705,30.2935969,
"2016-11-27","Leningradskaya oblast'","Ломоносовский","р-н Малое Карлино дер., 16Бк1","",,"2",18000,"1 mes.","","Blochnyi",57,30,10,2,"3","Net","Sbornaya Sovr.","Otdel'naya","Ne trebuetsya","",,,2014
"2017-05-11","gorod Sankt-Peterburg","Невский","Бадаева ул., 9","Bol'shevikov pr.",1310,"1",20000,"11 mes.","","Kirp.Monolit",40,20,10,7,"12","Est'","Minimum","","","",59.920513,30.4432474,
"2017-05-30","gorod Sankt-Peterburg","Кировский","Подводника Кузьмина ул., 6","Leninskii pr.",660,"3",25000,"11 mes.","","Panel'nyi",45,30,6,4,"5","Net","Sbor.+kuh.garn.","Sovmeshchennaya","Proizveden","Net",59.847947,30.2602723,
"2017-06-11","gorod Sankt-Peterburg","Невский","Антонова-Овсеенко ул., 13к3","Dybenko ul.",20,"1",19000,"11 mes.","","Hrushchevka",36,16,9,4,"5","Net","Sbornaya Sovr.","Otdel'naya","Ne trebuetsya","Balkon",59.907115,30.4687249,
"2017-03-25","gorod Sankt-Peterburg","Московский","Фрунзе ул., 15","Park Pobedy",570,"3",90000,"11 mes.","Da","Stalinskii",78,64,,4,"7","Est'","Garnitur Sovr.","Sovmeshchennaya","Evrostandart","Balkon",59.861479,30.3250872,
"2016-11-01","gorod Sankt-Peterburg","Московский","Бассейная ул., 10","Park Pobedy",610,"1",45000,"","","Kirp.Monolit",55,15,15,9,"16","Est'","","","Proizveden","Lodjiya",59.866423,30.310838,
"2017-06-13","gorod Sankt-Peterburg","Невский","Народная ул., 77","Lomonosovskaya",2440,"2",24000,"11 mes.","","Hrushchevka",46,27,7,4,"5","Net","","","","",59.883348,30.4838121,
"2016-11-30","gorod Sankt-Peterburg","Калининский","Бутлерова ул., 9к3","Akademicheskaya",1220,"2",45000,"11 mes.","","Kirp.Monolit",,35,11.6,15,"22","Net","Sbor.+kuh.garn.","Otdel'naya","Evrostandart","",60.002225,30.401936,2015
"2017-02-10","gorod Sankt-Peterburg","Выборгский","Парголово, Заречная ул., 35","Parnas",490,"3",40000,"","","Panel'nyi",90,65,10,11,"26","Net","Net","","Proizveden","Balkon i lodjiya",60.081641,30.335119,
"2016-11-01","gorod Sankt-Peterburg","Приморский","Фермское ш., 12","Udel'naya",540,"3",65000,"","","Kirp.Monolit",71,47,15,10,"10","Est'","","","Proizveden","Lodjiya",60.012489,30.310819,
"2017-01-20","gorod Sankt-Peterburg","Невский","Шлиссельбургский пр., 2к1","Proletarskaya",690,"1",20000,"11 mes.","Da","Blochnyi",40,20,12,2,"11","Est'","Sbornaya Sovr.","Sovmeshchennaya","Ne trebuetsya","",59.842504,30.486998,
"2016-11-29","gorod Sankt-Peterburg","Приморский","Долгоозерная ул., 14","Komendantskii pr.",1190,"1",29000,"11 mes.","","Kirp.Monolit",41,20,15,14,"16","Net","Sbornaya Sovr.","","Proizveden","",60.017158,30.246485,
"2017-04-04","gorod Sankt-Peterburg","Московский","Заставская ул., 46","Moskovskie vorota",450,"2",45000,"","","Kirp.Monolit",66,36,12,8,"19","Est'","Sbor.+kuh.garn.","","Proizveden","Balkon",59.888379,30.313766,
"2017-02-27","gorod Sankt-Peterburg","Московский","Московский пр.","Elektrosila",0,"2",50000,"","","Kirpichnyi",80,40,16,13,"14","Est'","","","","",59.885441,30.3197282,
"2017-07-04","gorod Sankt-Peterburg","Василеостровский","Макарова наб., 34","Vasileostrovskaya",60,"2",65000,"11 mes.","","Kirpichnyi",76,33,15,6,"6","Net","","","","",59.949398,30.2765953,
"2017-02-27","gorod Sankt-Peterburg","Адмиралтейский","Малая Морская ул., 19","Admiralteiskaya",300,"2",55000,"","","Kirpichnyi",74,45,10,4,"6","Est'","","","Proizveden","",59.935051,30.3098938,
"2017-02-14","gorod Sankt-Peterburg","Выборгский","Композиторов ул., 10","Ozerki",1420,"4",65000,"11 mes.","Da","Kirpichnyi",147,79,23,6,"6","Est'","Garnitur Sovr.","Sovmeshchennaya","Evrostandart","Zasteklennaya lodjiya",60.0495,30.316497,
"2016-11-28","gorod Sankt-Peterburg","Кировский","Счастливая ул., 14","Leninskii pr.",930,"1",25000,"11 mes.","Da","Kirpichnyi",43,18,11,5,"14","Est'","Sbornaya Sovr.","Sovmeshchennaya","","Balkon",59.844022,30.276432,
"2017-03-02","gorod Sankt-Peterburg","Выборгский","Художников пр., 39к1","Prosveshcheniya pr.",350,"2",24000,"","","Blochnyi",47,30,7.5,7,"9","Net","Sbor.+kuh.garn.","","Evrostandart","Lodjiya",60.049562,30.356643,
"2017-04-04","gorod Sankt-Peterburg","Адмиралтейский","Фонтанки реки наб., 136","Tehnologicheskii i-t",140,"1",30000,"","","Kirp.Monolit",38,20,8,2,"4","Net","Sbor.+kuh.garn.","","","",59.916503,30.2984703,
"2017-05-18","gorod Sankt-Peterburg","Василеостровский","Опочинина ул., 16","Vasileostrovskaya",2460,"2",35000,"11 mes.","","Kirpichnyi",40,27,10,1,"4","Net","","","","",59.936088,30.236062,
"2017-07-19","gorod Sankt-Peterburg","Василеостровский","Кораблестроителей ул., 34","Primorskaya",1150,"2",38000,"11 mes.","Da","Kirp.Monolit",75,36,14,2,"16","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Zasteklennyi balkon",59.954024,30.216721,
"2017-04-23","gorod Sankt-Peterburg","Московский","Московское ш., 36","Zvezdnaya",360,"3",29000,"11 mes.","","Kirpichnyi",60,39,6,4,"5","Net","Garnit+kuh.nab.","Otdel'naya","Proizveden","Zasteklennaya lodjiya",59.832107,30.3432328,
"2017-06-23","gorod Sankt-Peterburg","Красногвардейский","Муринская дор., 78к1","Grajdanskii pr.",1880,"3",30000,"11 mes.","","Panel'nyi",73,46,12,9,"16","Est'","Minimum","Otdel'naya","Evrostandart","Lodjiya",60.035405,30.451981,2016
"2017-06-21","gorod Sankt-Peterburg","Приморский","Комендантский пр., 28к2","Komendantskii pr.",900,"3",30000,"11 mes.","","Panel'nyi",59.5,40,,6,"9","Est'","Sbor.+kuh.garn.","Otdel'naya","","Lodjiya",60.013798,30.2468505,
"2017-06-02","gorod Sankt-Peterburg","Адмиралтейский","Бойцова пер., 4","Sennaya pl.",70,"4",1e+05,"6 mes.","","Kirpichnyi",110,60,25,5,"5","Est'","","Sovmeshchennaya","","Balkon",59.922313,30.3104628,
"2016-10-25","gorod Sankt-Peterburg","Курортный","р-н Сестрорецк г. Всеволода Боброва ул., 30","Sestroreck",5190,"3",36000,"11 mes.","","Kirpichnyi",72,55,12,4,"5","Est'","Sbor.+kuh.garn.","Otdel'naya","Evrostandart","Lodjiya",,,2010
"2016-04-11","gorod Sankt-Peterburg","Московский","Варшавская ул. 9","Elektrosila",440,"3",70000,"12 mes.","","Kirp.Monolit",85,59,,10,"12","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",59.876639,30.312517,
"2017-07-06","gorod Sankt-Peterburg","Приморский","Лыжный пер., 4","Staraya Derevnya",3210,"2",35000,"11 mes.","","Kirp.Monolit",65,34,11,13,"24","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","2 lodjii",59.997868,30.200096,2014
"2017-07-07","gorod Sankt-Peterburg","Кировский","Дачный пр., 2к1","Veteranov pr.",1000,"2",26000,"11 mes.","","Kirpichnyi",47,30,10,11,"19","Est'","Garnit+kuh.nab.","Sovmeshchennaya","Evrostandart","Zasteklennaya lodjiya",59.85019,30.241576,2000
"2017-05-26","gorod Sankt-Peterburg","Выборгский","Парголово, Валерия Гаврилина ул., 11к1","Parnas",1170,"1",15000,"11 mes.","","Kirp.Monolit",40,16,10,15,"27","Est'","","","","Balkon",60.078683,30.336296,
"2017-01-23","gorod Sankt-Peterburg","Выборгский","Гаврская ул., 11","Udel'naya",780,"1",19000,"11 mes.","","Kirpichnyi",30,16,8,1,"9","Est'","Sbor.+kuh.garn.","Sovmeshchennaya","Proizveden","",60.017647,30.329594,
"2017-06-02","gorod Sankt-Peterburg","Центральный","Кременчугская ул., 11к1","Vosstaniya pl.",1140,"1",38000,"11 mes.","","Kirpichnyi",51,20,15,8,"9","Est'","","","","Balkon",59.922878,30.371222,
"2017-07-04","gorod Sankt-Peterburg","Петроградский","Константиновский пр., 22","Krestovskii ostrov",0,"3",95000,"11 mes.","","Kirp.Monolit",115,77,15,5,"5","Net","Sbor.+kuh.garn.","","","Net",59.972727,30.2685862,
"2017-03-29","gorod Sankt-Peterburg","Пушкинский","р-н Пушкин г. Архитектора Данини ул., 11к6","Pavlovsk",990,"1",20000,"11 mes.","Da","Kirpichnyi",45,22,,2,"5","Net","Garnit+kuh.nab.","Sovmeshchennaya","Evrostandart","Lodjiya",,,2009
"2017-06-10","Leningradskaya oblast'","Всеволожский","р-н Мурино пос., Шоссе в Лаврики ул., 89","Lavriki",2910,"3",23000,"6 mes.","","Monolit",71,47,13,4,"16","Est'","Net","","Proizveden","2 lodjii",,,2016
"2017-04-04","gorod Sankt-Peterburg","Центральный","Манежный пер., 19","Chernyshevskaya",80,"1",45000,"","","Kirpichnyi",25,15,5,2,"6","Net","Sbor.+kuh.garn.","","Proizveden","",59.942984,30.360222,
"2017-04-10","gorod Sankt-Peterburg","Красносельский","Красное Село, Спирина ул., 2к1","Veteranov pr.",14070,"3",10000,"1 mes.","","Korabl'",70,51,7,8,"9","Est'","Garnitur Sovr.","","","",59.746794,30.0849207,
"2016-11-30","gorod Sankt-Peterburg","Адмиралтейский","Крюкова кан. наб.","Sadovaya",390,"5",2e+05,"","","Kirpichnyi",190,120,40,5,"5","Est'","","","","",59.924656,30.2959736,
"2016-05-12","gorod Sankt-Peterburg","Василеостровский","26-я Линия, 15","Vasileostrovskaya",1640,"2",1e+05,"11 mes.","","Monolit",,87,65,,"0 kv.m.","","","Bol'shoi","Otdel'naya","est'",59.93286,30.2561545,
"2017-03-14","gorod Sankt-Peterburg","Невский","Пятилеток пр., 7к2","Bol'shevikov pr.",0,"1",21000,"11 mes.","","Blochnyi",31,18,9,7,"10","Est'","Garnitur Sovr.","Otdel'naya","Proizveden","Balkon",59.923074,30.460401,
"2016-09-29","gorod Sankt-Peterburg","Невский","Тельмана ул., 48к4","Dybenko ul.",1400,"1",23000,"11 mes.","","121(Gatchinskaya)",41,20,9,9,"10","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Zasteklennaya lodjiya",59.894892,30.484367,1999
"2017-03-10","gorod Sankt-Peterburg","Калининский","Гражданский пр., 36","Akademicheskaya",70,"1",22500,"1 mes.","","Monolit",35,17,,9,"17","Net","Garnit+kuh.nab.","Sovmeshchennaya","Evrostandart","Zasteklennyi balkon",60.01068,30.394181,
"2017-01-23","gorod Sankt-Peterburg","Приморский","Яхтенная ул., 22к2","Staraya Derevnya",2330,"1",20000,"11 mes.","","Blochnyi",40,19,9,2,"17","Est'","","Otdel'naya","Ne trebuetsya","Net",59.99719,30.21632,
"2016-11-21","gorod Sankt-Peterburg","Приморский","Матроса Железняка ул., 57","Chernaya rechka",1840,"1",28000,"11 mes.","","Monol.Panel'nyi",42,20,11,22,"26","Est'","","","","Balkon",60.000079,30.316244,
"2017-07-01","Leningradskaya oblast'","Всеволожский","р-н Кудрово дер., Центральная ул., 54","Dybenko ul.",1850,"1",18000,"11 mes.","","Monolit",36,21,10,6,"8","Net","Sbornaya Sovr.","","Proizveden","Balkon",,,
"2016-05-16","gorod Sankt-Peterburg","Калининский","Гражданский пр., 15к2","Akademicheskaya",1190,"2",25000,"","","Individual'nyi proekt",,42,30,," kv.m.","","","Bol'shoi","Otdel'naya","est'",60.00268,30.389548,
"2016-12-15","gorod Sankt-Peterburg","Красносельский","Тамбасова ул., 19к6","Veteranov pr.",590,"2",17000,"11 mes.","","Blochnyi",44,31,7,3,"5","Net","Sbor.+kuh.garn.","Otdel'naya","Proizveden","Balkon",59.831481,30.1522736,
"2017-05-14","gorod Sankt-Peterburg","Адмиралтейский","Московский пр., 73к4","Frunzenskaya",240,"3",60000,"11 mes.","Da","Monolit",85,52,14,9,"11","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Zasteklennaya lodjiya",59.904153,30.316533,
"2017-02-12","gorod Sankt-Peterburg","Выборгский","Сантьяго-де-Куба ул., 10","Ozerki",1880,"2",30000,"11 mes.","","Blochnyi",50,28,10,8,"12","Est'","Garnitur Sovr.","","Proizveden","Zasteklennaya lodjiya",60.03665553,30.35573814,
"2017-02-22","gorod Sankt-Peterburg","Калининский","Северный пр., 89к1","Akademicheskaya",1710,"1",20000,"11 mes.","","Panel'nyi",35,18,7,6,"9","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","",60.016334,30.426029,
"2017-05-17","gorod Sankt-Peterburg","Калининский","Гражданский пр., 77к1","Akademicheskaya",600,"1",21000,"6 mes.","","Panel'nyi",44,17,11,6,"10","Est'","Garnit+kuh.nab.","Otdel'naya","Proizveden","Lodjiya",60.016618,30.403966,2000
"2017-01-13","gorod Sankt-Peterburg","Центральный","Грибоедова кан. наб., 22","Nevskii pr.",230,"3",120000,"11 mes.","","Staryi fond s KR",125,77,27,2,"4","Net","","","","Balkon",59.933798,30.3263148,
"2016-03-31","gorod Sankt-Peterburg","Центральный","Восстания ул.","Vosstaniya pl.",640,"3",52000,"12 mes.","Da","Staryi fond s KR",90,70,25,3,"6","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","",,,
"2016-02-19","gorod Sankt-Peterburg","Невский","Обуховской Обороны пр. 209","Proletarskaya",410,"3",40000,"31 mes.","","Kirpichnyi",96,39,27,6,"10","Net","","","","Balkon",,,
"2013-08-29","gorod Sankt-Peterburg","Приморский","Долгоозерная ул., 31","Komendantskii pr.",1470,"1",20000,"11 mes.","","Kirp.Monolit",36,19,10,16,"17","Est'","","","","Balkon",60.021222,30.266147,
"2017-04-20","gorod Sankt-Peterburg","Московский","Московское ш., 8","Moskovskaya",1200,"1",22000,"10 mes.","","Blochnyi",36,18,8,8,"8","Est'","Minimum","Otdel'naya","Proizveden","Lodjiya",59.839638,30.330182,
"2016-10-25","gorod Sankt-Peterburg","Петроградский","Вязовая ул., 10","Krestovskii ostrov",990,"3",220000,"11 mes.","Da","Monolit",140,57,44,5,"9","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Balkon",59.967003,30.274553,
"2017-04-04","gorod Sankt-Peterburg","Петроградский","Кронверкский пр., 77","Sportivnaya",80,"2",75000,"","","Kirpichnyi",100,80,14,2,"5","Est'","","","Evrostandart","",59.950207,30.3060174,
"2016-06-21","gorod Sankt-Peterburg","Фрунзенский","Малая Балканская ул., 62","Kupchino",3120,"1",19000,"2 mes.","Da","137 seriya",40,20,10,9,"12","Est'","Garnit+kuh.nab.","Otdel'naya","Proizveden","Lodjiya",59.831076,30.431158,
"2016-02-29","gorod Sankt-Peterburg","Петроградский","Пионерская ул. 50","Chkalovskaya",1060,"3",120000,"12 mes.","","Kirp.Monolit",110,74,,7,"10","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",,,
"2017-05-10","gorod Sankt-Peterburg","Московский","Орджоникидзе ул., 52","Zvezdnaya",1220,"1   (studiya)",22000,"11 mes.","","Kirp.Monolit",32,18,6,9,"25","Est'","Sbornaya Sovr.","Sovmeshchennaya","Evrostandart","Zasteklennaya lodjiya",59.84345,30.357554,2017
"2017-02-17","gorod Sankt-Peterburg","Кировский","Дачный пр., 2","Veteranov pr.",0,"1",26000,"","","Monolit",45,20,12,10,"17","Net","Sbor.+kuh.garn.","","Evrostandart","Zasteklennaya lodjiya",59.85019,30.241576,
"2017-05-01","gorod Sankt-Peterburg","Выборгский","Хошимина ул., 16","Prosveshcheniya pr.",50,"1",27000,"","","Kirp.Monolit",30,29,1,10,"16","Est'","Sbor.+kuh.garn.","","","",60.053107,30.32517,
"2017-05-02","gorod Sankt-Peterburg","Пушкинский","р-н Шушары пос., Изборская ул., 3к1","Kupchino",10720,"2",18000,"11 mes.","","Kirpichnyi",45,28,9,1,"9","Est'","","","","Balkon",,,
"2017-01-29","gorod Sankt-Peterburg","Василеостровский","Беринга ул., 26к1","Primorskaya",670,"3",35000,"","","Kirpichnyi",56,35,10,3,"9","Est'","","","","Lodjiya",59.942937,30.2385474,
