"Date_entry","Region","District_ad","Address","Metro","Dist_metro_ad","Rooms","Price","Minimum_duration","No_agents","Building","Area_total","Area_living","Area_kitchen","Floor","NFloor","Lift","Furnished","Bath","Refurbished","Balcony","Latitude","Longitude","Year_construction"
"2017-07-03","gorod Sankt-Peterburg","Красногвардейский","Республиканская ул., 24к1","Novocherkasskaya",40,"1",38000,"11 mes.","","",38,18,11,11,"13","Net","Sbor.+kuh.garn.","","Evrostandart","Lodjiya",59.933718,30.4122152,
"2016-11-29","gorod Sankt-Peterburg","Красногвардейский","Республиканская ул., 24к1","Novocherkasskaya",540,"1 (studiya)",30000,"11 mes.","","Kirp.Monolit",25,14,3.3,3,"13","Est'","Sbornaya Sovr.","","Evrostandart","Lodjiya",59.933718,30.4122152,2016
"2017-01-29","gorod Sankt-Peterburg","Центральный","Литейный пр.","Chernyshevskaya",720,"1",30000,"11 mes.","Da","Kirpichnyi",60,35,14,5,"6","Net","Sbornaya Sovr.","Otdel'naya","Proizveden","",59.941484,30.3484662,
"2016-09-26","gorod Sankt-Peterburg","Выборгский","Руднева ул., 29к1","Prosveshcheniya pr.",2180,"1",20000,"","","Korabl'",37,18,7,8,"15","Est'","Sbor.+kuh.garn.","Otdel'naya","Ne trebuetsya","Lodjiya",60.052169,30.371896,
"2017-02-11","gorod Sankt-Peterburg","Калининский","Светлановский пр., 91","Akademicheskaya",10,"3",25000,"11 mes.","","Kirpichnyi",56,42,8,1,"12","Net","Sbornaya Sovr.","","","",60.030906,30.393536,
"2017-04-04","gorod Sankt-Peterburg","Выборгский","Большой Сампсониевский пр., 51","Vyborgskaya",0,"2",35000,"","","Kirp.Monolit",60,34,10,3,"12","Est'","Sbor.+kuh.garn.","","","Balkon",59.971479,30.341919,
"2017-05-15","gorod Sankt-Peterburg","Петроградский","Каменноостровский пр., 64к2","Petrogradskaya",930,"4",180000,"11 mes.","","Kirpichnyi",144,70,25,2,"8","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","",59.97383,30.3033404,2007
"2017-01-18","gorod Sankt-Peterburg","Адмиралтейский","Клинский пр., 4","Tehnologicheskii i-t",290,"1",26000,"11 mes.","Da","Kirpichnyi",38,22,,3,"6","Net","Sbornaya Sovr.","Otdel'naya","Proizveden","",59.915108,30.3234536,
"2017-04-13","gorod Sankt-Peterburg","Кировский","Стачек пр., 67к5","Avtovo",520,"1",23000,"11 mes.","","Blochnyi",37,18,9,4,"7","Est'","Sbor.+kuh.garn.","Sovmeshchennaya","Proizveden","Net",59.871477,30.257037,
"2016-03-16","gorod Sankt-Peterburg","Центральный","Грибоедова кан. наб., 29","Nevskii pr.",420,"2",45000,"11 mes.","Da","Staryi fond",63,38,9,2,"3","Est'","Sbor.+kuh.garn.","Otdel'naya","Proizveden","Net",59.932212,30.3240901,
"2017-03-29","Leningradskaya oblast'","Всеволожский","р-н Мурино пос. Шувалова ул., 1","Devyatkino",1100,"1   (studiya)",16000,"11 mes.","","Kirp.Monolit",30,18,6,21,"22","Est'","","","","Balkon",,,
"2017-02-16","gorod Sankt-Peterburg","Выборгский","Асафьева ул., 4к2","Prosveshcheniya pr.",580,"1",17000,"11 mes.","","Kirp.Monolit",40,18,9,6,"9","Est'","Garnitur Sovr.","Otdel'naya","Proizveden","",60.049653,30.322686,
"2017-01-16","gorod Sankt-Peterburg","Кировский","Ленинский пр., 117к2","Leninskii pr.",910,"3",30000,"11 mes.","","Korabl'",65,44,7,3,"9","Est'","","","","Balkon",59.850747,30.253357,
"2017-05-31","gorod Sankt-Peterburg","Красносельский","Ленинский пр., 88","Leninskii pr.",3680,"1",22000,"11 mes.","","Kirpichnyi",43,18,11,3,"16","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Net",59.856443,30.204396,
"2017-07-04","Leningradskaya oblast'","Всеволожский","р-н Кудрово дер., Европейский пр., 5","",,"1",17500,"11 mes.","","Monolit",33,16,10,5,"14","Est'","Net","Poperechnaya","Evrostandart","Zasteklennaya lodjiya",,,2015
"2016-10-30","gorod Sankt-Peterburg","Московский","Московский пр., 73к5","Frunzenskaya",190,"1",35000,"6 mes.","","Kirp.Monolit",42,20,12,15,"18","Est'","Garnitur Sovr.","Sovmeshchennaya","Evrostandart","Lodjiya",59.905348,30.314655,2015
"2017-03-31","gorod Sankt-Peterburg","Фрунзенский","Купчинская ул., 34","Kupchino",340,"3",45000,"1 mes.","","Monolit",100,55,14,16,"25","Net","Sbor.+kuh.garn.","","Evrostandart","Zasteklennaya lodjiya",59.826673,30.398998,
"2017-01-10","gorod Sankt-Peterburg","Петроградский","Ленина ул., 20","Sportivnaya",1360,"2",35000,"11 mes.","Da","Kirpichnyi",60,40,10,3,"6","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Balkon",59.962103,30.3041919,
"2017-04-26","gorod Sankt-Peterburg","Московский","Московский пр., 79","Frunzenskaya",800,"3",50000,"10 mes.","","Stalinskii",75,51,7,3,"8","Est'","Garnit+kuh.nab.","Otdel'naya","Proizveden","Balkon",59.899081,30.31735,1955
"2016-06-08","gorod Sankt-Peterburg","Пушкинский","р-н Пушкин г. Ахматовская ул., 9","",,"3",25000,"","","Hrushchevka",56,41,5,4,"4","Est'","","","","",,,
"2016-09-01","gorod Sankt-Peterburg","Петроградский","Вязовая ул., 10","Krestovskii ostrov",990,"2",1e+05,"","","Kirp.Monolit",90,50,,3,"9","Est'","","","Proizveden","",59.967003,30.274553,
"2017-06-07","gorod Sankt-Peterburg","Выборгский","Парголово, Заречная ул., 25","Parnas",570,"1",19000,"11 mes.","","Kirp.Monolit",35,14,10,5,"25","Est'","Sbor.+kuh.garn.","Sovmeshchennaya","Ne trebuetsya","Zasteklennaya lodjiya",60.073225,30.329607,2012
"2016-12-22","Leningradskaya oblast'","Всеволожский","р-н Мурино пос. Охтинская аллея, 8","Devyatkino",550,"1 (studiya)",16000,"11 mes.","","Kirp.Monolit",27,15,,16,"24","Est'","","Dush","Proizveden","Zasteklennyi balkon",,,2016
"2017-03-31","gorod Sankt-Peterburg","Выборгский","Композиторов ул., 29к1","Prosveshcheniya pr.",1240,"1",23000,"11 mes.","","Panel'nyi",31,18,7,4,"12","Est'","","Otdel'naya","Evrostandart","",60.059521,30.317162,
"2015-10-20","gorod Sankt-Peterburg","Приморский","Серебристый бул. 18к.2","Pionerskaya",1040,"1",18500,"11 mes.","","Panel'nyi",29,15.2,7,1,"9","Est'","Sbornaya Sovr.","Otdel'naya","Trebuetsya","Net",,,
"2017-06-04","gorod Sankt-Peterburg","Курортный","р-н Репино пос., Зеленогорское шоссе, 6","Parnas",28400,"4",160000,"6 mes.","","Monolit",200,80,,1,"2","Net","","","","",,,
"2017-06-02","gorod Sankt-Peterburg","Калининский","Руставели ул., 52","Grajdanskii pr.",820,"2",24000,"11 mes.","Da","Kirpichnyi",59,35,11,3,"9","Est'","Sbornaya Sovr.","","","Lodjiya",60.030473,30.429844,
"2016-05-24","gorod Sankt-Peterburg","Московский","Московский пр., 186","Park Pobedy",710,"3",55000,"","","",,89,56,,"0 kv.m.","","Net","Est'","","est'",59.87276,30.322264,
"2017-06-19","Leningradskaya oblast'","Всеволожский","р-н Кудрово дер., Европейский пр., 21к2","Dybenko ul.",1750,"1   (studiya)",16000,"11 mes.","","Monolit",25,19,,15,"25","Est'","Minimum","Dush","Evrostandart","Lodjiya",,,
"2016-03-01","gorod Sankt-Peterburg","Московский","Юрия Гагарина пр. 7","Park Pobedy",1050,"3",70000,"12 mes.","","Kirp.Monolit",90,50,14,5,"24","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","",,,
"2016-08-15","gorod Sankt-Peterburg","Приморский","Мебельная ул., 45","Staraya Derevnya",3370,"1",20000,"","Da","Kirp.Monolit",40,16,11,7,"15","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Lodjiya",59.996066,30.196109,
"2017-07-07","gorod Sankt-Peterburg","Приморский","Сизова пр., 21","Komendantskii pr.",270,"2",37000,"11 mes.","","Kirpichnyi",65,33,14,3,"25","Net","Sbor.+kuh.garn.","","Ne trebuetsya","Zasteklennyi balkon",60.014702,30.278211,
"2016-05-16","gorod Sankt-Peterburg","Приморский","Матроса Железняка ул., 57а","Pionerskaya",1120,"3",33000,"","","",,65,47,,"2 kv.m.","","Est'","Est'","","est'",60.000079,30.316244,
"2015-03-01","gorod Sankt-Peterburg","Московский","Московский пр. 97","Moskovskie vorota",160,"1",100440,"","","",34,20,,20,"21","Net","Sbornaya Sovr.","","","",,,
"2017-02-25","gorod Sankt-Peterburg","Петроградский","Мартынова наб., 74","Krestovskii ostrov",840,"4",4e+05,"11 mes.","","Kirpichnyi",187,140,,3,"8","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","",59.975103,30.246159,
"2017-06-30","gorod Sankt-Peterburg","Калининский","Кушелевская дорога, 7к6","Lesnaya",1820,"1",25000,"11 mes.","Da","Monolit",32,15,9,1,"21","Est'","Minimum","Sovmeshchennaya","Evrostandart","Zasteklennaya lodjiya",59.989994,30.375238,2016
"2016-04-01","gorod Sankt-Peterburg","Центральный","Мошков пер. 8","Nevskii pr.",970,"3",9500,"","","Kirpichnyi",65,42,9,2,"4","Net","Sbornaya Sovr.","","Proizveden","",59.942463,30.3229159,
"2016-12-22","gorod Sankt-Peterburg","Калининский","Карпинского ул., 28к1","Akademicheskaya",690,"3",35000,"","","Panel'nyi",60,45,7,2,"7","Est'","","","","Balkon",60.009903,30.4259268,
"2017-06-26","gorod Sankt-Peterburg","Московский","Свеаборгская ул., 12","Park Pobedy",50,"1",25000,"11 mes.","","Monolit",40,20,8,13,"14","Net","Sbor.+kuh.garn.","","Evrostandart","Balkon",59.872467,30.3310057,
"2017-07-04","gorod Sankt-Peterburg","Петроградский","Ординарная ул., 19","Petrogradskaya",60,"3",55000,"11 mes.","","Kirpichnyi",100,56,25,3,"6","Est'","Sbor.+kuh.garn.","","","Balkon",59.967637,30.3054076,
"2016-07-16","Leningradskaya oblast'","Всеволожский","р-н Всеволожск г. Приютинская ул., 15","",,"2",15000,"11 mes.","","Kirpichnyi",,,,3,"5","Net","","","","",60.010263,30.594373,
"2017-05-25","gorod Sankt-Peterburg","Выборгский","Парголово, Валерия Гаврилина ул., 13","Parnas",1280,"1   (studiya)",16000,"11 mes.","","Monolit",25,16,,13,"25","Net","Sbornaya Sovr.","Dush","Proizveden","Lodjiya",60.079639,30.33608,2016
"2017-02-21","gorod Sankt-Peterburg","Красногвардейский","Индустриальный пр., 35к3","Ladojskaya",3080,"1",17000,"11 mes.","","Blochnyi",35,17,8.1,4,"5","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Balkon",59.954891,30.4716129,
"2015-12-14","gorod Sankt-Peterburg","Петроградский","Вязовая ул. 10","Krestovskii ostrov",990,"4",120000,"","","",158,,,2,"9","Net","Sbornaya Sovr.","","","",,,
"2016-05-31","gorod Sankt-Peterburg","Приморский","Фермское ш., 32","Udel'naya",410,"2",50000,"","","Kirp.Monolit",,75,39,,"6 kv.m.","","Est'","Est'","","net",60.016959,30.308421,
"2016-12-29","gorod Sankt-Peterburg","Московский","Свеаборгская ул., 12","Park Pobedy",50,"2",45000,"","","Panel'nyi",56,35,10,3,"14","Est'","","","","Balkon",59.872467,30.3310057,
"2016-08-10","gorod Sankt-Peterburg","Василеостровский","Большой пр., 96","Primorskaya",2360,"2",42000,"11 mes.","Da","Stalinskii",131,85,45,5,"5","Net","Garnitur Sovr.","Otdel'naya","Evrostandart","Net",59.928461,30.2479873,
"2016-05-31","gorod Sankt-Peterburg","Центральный","Невский пр., 131","A.Hevskogo pl.",610,"4",135000,"","","Kirpichnyi",,140,100,,"","","Est'","Est'","","est'",59.926912,30.3753963,
"2017-01-27","gorod Sankt-Peterburg","Центральный","Большая Конюшенная ул., 13","Nevskii pr.",660,"3",140000,"11 mes.","","Staryi fond",168,72,55,4,"5","Net","","","","",59.939094,30.322535,
"2016-05-31","gorod Sankt-Peterburg","Центральный","Большая Московская ул., 4","Vladimirskaya",50,"3",130000,"","","Kirpichnyi",,115,57,,"7 kv.m.","","Est'","Est'","","est'",59.9271,30.348033,
"2017-01-09","gorod Sankt-Peterburg","Василеостровский","Репина ул., 27","Vasileostrovskaya",40,"1   (studiya)",24000,"","","Kirpichnyi",28,28,,2,"5","Net","Sbor.+kuh.garn.","","","Net",59.942523,30.2879673,
"2017-04-04","gorod Sankt-Peterburg","Петроградский","Медиков пр., 10","Petrogradskaya",1070,"2",50000,"","","Kirp.Monolit",70,38,11,8,"13","Est'","Sbor.+kuh.garn.","","Proizveden","Lodjiya",59.975805,30.3168391,
"2017-02-13","gorod Sankt-Peterburg","Петродворцовый","р-н Стрельна пос. Попова ул.","Avtovo",11910,"2",20000,"1 mes.","","Kirpichnyi",51,30,6,1,"5","Net","Minimum","","","",,,
"2017-01-15","gorod Sankt-Peterburg","Приморский","Академика Шиманского ул., 9","Chernaya rechka",790,"2",20000,"11 mes.","Da","Kirpichnyi",45,28,7,2,"5","Net","Sbor.+kuh.garn.","Otdel'naya","Proizveden","",59.98742,30.2871091,
"2016-11-18","gorod Sankt-Peterburg","Центральный","Малая Садовая ул., 3","Gostinyi Dvor",90,"2",60000,"","","Kirpichnyi",60,48,2,3,"5","Net","","","","Net",59.934888,30.3371112,
"2016-09-01","gorod Sankt-Peterburg","Василеостровский","Смоленки р. наб., 35","Primorskaya",1000,"2",45000,"","","Kirp.Monolit",56,31,6,7,"13","Est'","","","Proizveden","Balkon",59.948163,30.252285,
"2016-10-31","gorod Sankt-Peterburg","Калининский","Гражданский пр., 114","Grajdanskii pr.",80,"2",26000,"","","600.11 seriya",55,47,,10,"12","Est'","","Sovmeshchennaya","Evrostandart","Lodjiya",60.03454,30.4172413,2005
"2017-03-02","gorod Sankt-Peterburg","Петроградский","Графтио ул., 5","Petrogradskaya",870,"3",110000,"11 mes.","","Kirpichnyi",120,60,14,2,"8","Est'","","","","",59.974107,30.3072634,
"2016-11-15","gorod Sankt-Peterburg","Приморский","Серебристый бул., 5к1","Pionerskaya",10,"1",20000,"11 mes.","","Blochnyi",35,18,7,5,"9","Est'","Sbornaya Sovr.","Otdel'naya","Ne trebuetsya","",59.99728,30.284032,
"2016-06-27","gorod Sankt-Peterburg","Московский","Варшавская ул., 23к1","Elektrosila",1080,"1 (studiya)",23000,"","","Kirp.Monolit",27,16,5,4,"12","Est'","Garnitur Sovr.","Dush","Evrostandart","Lodjiya",59.86988,30.313036,
"2016-07-21","gorod Sankt-Peterburg","Кировский","Народного Ополчения пр., 10","Leninskii pr.",80,"1",24000,"1 mes.","","Monolit",38,,,22,"30","Net","","","","",59.850033,30.281364,
"2017-06-04","gorod Sankt-Peterburg","Выборгский","Есенина ул., 1","Ozerki",0,"3",45000,"11 mes.","","Kirp.Monolit",97,51,15,4,"20","Est'","Sbor.+kuh.garn.","","","Balkon",60.029359,30.331355,
"2016-11-03","gorod Sankt-Peterburg","Калининский","Кушелевская дорога, 3к2","Lesnaya",1460,"2",30000,"11 mes.","Da","Kirpichnyi",57,29,,6,"19","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Lodjiya",59.987992,30.369704,
"2017-05-01","gorod Sankt-Peterburg","Калининский","Маршала Блюхера пр., 9к2","Vyborgskaya",3940,"1",17000,"11 mes.","","Monolit",37,20,9,7,"16","Est'","Tol'ko kuhnya","Otdel'naya","Evrostandart","Zasteklennaya lodjiya",59.976264,30.41736,
"2015-04-28","gorod Sankt-Peterburg","Невский","Союзный пр., 4","Bol'shevikov pr.",1570,"1   (studiya)",19000,"11 mes.","","Kirp.Monolit",25,25,25,7,"14","Est'","","","","Balkon",59.916229,30.43955,
"2017-02-17","gorod Sankt-Peterburg","Невский","Ново-Александровская ул., 24","Proletarskaya",500,"2",25000,"11 mes.","Da","Brejnevka",51,34,9,1,"5","Net","Sbornaya Sovr.","Otdel'naya","Proizveden","",59.864852,30.461238,
"2017-02-21","gorod Sankt-Peterburg","Красносельский","Таллинское ш., 54","Veteranov pr.",770,"1",18000,"6 mes.","","Monolit",43,21,,11,"16","Net","Garnitur Sovr.","","Proizveden","Balkon",59.78601,30.1402025,
"2016-05-26","gorod Sankt-Peterburg","Московский","1-й Предпортовый пр-д, 14","Moskovskaya",1190,"1",20000,"","","",,28,25,," kv.m.","","Net","Est'","","est'",59.841351,30.306669,
"2017-01-29","gorod Sankt-Peterburg","Кировский","Ленинский пр.","Leninskii pr.",1200,"2",26000,"11 mes.","Da","Kirpichnyi",55,35,9,8,"10","Est'","Sbornaya Sovr.","Otdel'naya","Proizveden","Zasteklennyi balkon",59.8519,30.2480217,
"2016-03-26","gorod Sankt-Peterburg","Василеостровский","Морская наб. 17к.1","Primorskaya",1590,"1",25000,"11 mes.","Da","Kirpichnyi",38,18,8,4,"12","Est'","Sbornaya Sovr.","Sovmeshchennaya","Proizveden","Balkon",,,
"2017-02-24","gorod Sankt-Peterburg","Фрунзенский","Моравский пер., 3","Kupchino",2600,"2",27000,"11 mes.","","137 seriya",52,30,10,8,"12","Est'","Garnitur Sovr.","Otdel'naya","Evrostandart","Balkon",59.837538,30.4188251,
"2017-01-29","gorod Sankt-Peterburg","Московский","Пулковская ул.","Moskovskaya",2050,"1   (studiya)",20000,"11 mes.","Da","Kirp.Monolit",30,20,,21,"24","Est'","Tol'ko kuhnya","Sovmeshchennaya","","",59.838157,30.3498618,
"2016-06-10","gorod Sankt-Peterburg","Красногвардейский","Косыгина пр., 9","Ladojskaya",2000,"1",21000,"14 mes.","Da","Panel'nyi",40,19,13,3,"9","Est'","Sbor.+kuh.garn.","Otdel'naya","Proizveden","Net",59.942048,30.469643,
"2016-09-26","gorod Sankt-Peterburg","Василеостровский","Биржевой пер., 1/10","Vasileostrovskaya",890,"1",30000,"11 mes.","","Kirpichnyi",43,25,7,3,"4","Net","Sbor.+kuh.garn.","Sovmeshchennaya","Proizveden","",59.94533,30.2932399,
"2017-07-07","gorod Sankt-Peterburg","Пушкинский","р-н Пушкин г., Анциферовская ул., 14к1","Kupchino",15850,"2",45000,"11 mes.","","Kirpichnyi",70,30,20,1,"4","Net","Sbornaya Sovr.","Otdel'naya","Evrostandart","Lodjiya",,,
"2016-05-30","gorod Sankt-Peterburg","Выборгский","Учебный пер., 2","Ozerki",40,"2",25000,"12 mes.","Da","Kirp.Monolit",60,33,14,12,"16","Est'","Sbornaya Sovr.","Otdel'naya","Evrostandart","Balkon",60.039883,30.333888,
